date,precip_mm,temp_c,snowmelt_mm
2019-05-31,0.23404129295022,12.713630584439194,0.0
2019-06-01,0.6482813667396512,13.599236954953847,0.0
2019-06-02,0.6709706374870503,14.344259049979392,5.683088069032171e-07
2019-06-03,0.0015245281685400383,16.678872561575297,0.0
2019-06-04,0.0014557603747521576,18.85286233767171,3.041407988014159e-07
2019-06-05,0.015756797896194545,19.68496999062108,9.254570020671653e-07
2019-06-06,1.4826307655941042,18.561208080561393,1.0097474520207007e-06
2019-06-07,0.038897694329989144,19.464273525843428,1.3312677250393406e-06
2019-06-08,0.4283470799657662,21.693144988005216,1.1201071133000717e-06
2019-06-09,0.08030221237626675,21.215758395493484,0.0
2019-06-10,2.2640271524496627,19.885830108515655,3.0718220678943e-06
2019-06-11,0.00434370570501232,17.50125845661525,-3.0718220678943e-06
2019-06-12,14.445470814820734,18.565654017385636,3.6114547423390978e-06
2019-06-13,3.2350391754326573,13.335657403428511,0.0
2019-06-14,0.00629710618116647,12.796884472052609,0.0
2019-06-15,5.6843418860808015e-11,15.310726052140339,0.0
2019-06-16,3.2422218556041758,16.770778444196896,0.0
2019-06-17,0.19219853335073644,17.122608058725692,3.041407988014159e-07
2019-06-18,2.0823036675803426,18.960644708830245,1.4694345450662694e-06
2019-06-19,0.06217588024049974,12.607758887353043,0.0
2019-06-20,0.005268666768404345,17.05140900436509,3.328169312598351e-07
2019-06-21,0.03632624601270255,18.667263322543555,6.917030738455059e-07
2019-06-22,-2.259331648239089e-06,21.65172453037125,1.5632837058392777e-06
2019-06-23,0.9659183782127263,22.89993276252746,2.241952174021865e-06
2019-06-24,1.1499910891509673,20.52453617712601,3.725290298461914e-06
2019-06-25,0.012784986348904062,18.529556471481566,2.046433089078098e-06
2019-06-26,0.0091293543848314,18.45212234219446,6.908341001346446e-07
2019-06-27,0.1247891261634889,17.30700801641444,1.2582739333270005e-06
2019-06-28,0.0008583068797918258,20.14839918867595,0.0
2019-06-29,0.006707181035162199,20.068688134484933,2.7555156371408277e-06
2019-06-30,0.14430504766023228,22.30352533069208,0.0
2019-07-01,12.527653200196601,22.526329547551974,1.3138882508221168e-06
2019-07-02,1.6902750060361997,17.96719566818606,2.8511027453355583e-06
2019-07-03,0.29301518239367663,19.236015613883087,3.588861425856707e-07
2019-07-04,20.39219878035212,18.728747917076248,3.068346173050856e-06
2019-07-05,17.151533921926212,15.42483206261709,3.588861425856707e-07
2019-07-06,1.222794520003102,19.61173463582198,3.448956658408056e-06
2019-07-07,0.4463795753111627,21.814130007713672,1.3138882508221168e-06
2019-07-08,0.04799818350269379,24.504167320038526,3.725290298461914e-06
2019-07-09,0.05945055557129104,24.74323971514552,1.8717693731949997e-06
2019-07-10,15.310724809903471,23.258097271970808,3.0744289890268833e-06
2019-07-11,7.187772626387365,21.65436646242221,1.6215049444669775e-06
2019-07-12,3.7154884014236536,21.217627667746758,2.0459986022226674e-06
2019-07-13,8.571748379535375,21.315527992376097,2.3006078995049955e-06
2019-07-14,9.531907260009762,21.170113346760424,2.032529509704319e-06
2019-07-15,7.988709439368187,21.799290246876765,2.9519036957954563e-06
2019-07-16,6.761531200546612,19.726130825345585,8.689737108611882e-07
2019-07-17,1.4509593934641594,20.29709094858554,2.8128679020576665e-06
2019-07-18,0.490390937423439,21.384124974282777,2.171565303442109e-06
2019-07-19,6.597470408449707,24.341206669879746,2.3696913095184605e-06
2019-07-20,20.451837677883336,22.474610472277927,2.7928815067078587e-06
2019-07-21,38.91091240099132,23.071044192482116,2.8128679020576665e-06
2019-07-22,10.253988462555043,21.061656427320415,7.473173913406218e-07
2019-07-23,0.4697354753150465,16.469531337084625,1.7318646057463484e-06
2019-07-24,20.991281781553447,15.917330273580133,2.729446425814992e-06
2019-07-25,10.128422265322587,14.24600038702703,1.2156942214948023e-06
2019-07-26,0.6108674548126639,14.723110544643568,0.0
2019-07-27,0.7831642479112809,18.097870913079127,1.0375546107682586e-06
2019-07-28,4.994993359858489,19.80482952751777,3.199561203390895e-06
2019-07-29,0.9037506372962077,19.965709442733093,9.13291370115109e-07
2019-07-30,10.495763592248435,21.998322939251736,2.8119989283468048e-06
2019-07-31,7.885624567010239,18.338534484974826,2.0620746158735998e-06
2019-08-01,0.05588712534383106,18.194562380581402,2.0125431143545118e-06
2019-08-02,0.0009183564391071773,21.58872883002298,0.0
2019-08-03,12.129952211271002,20.4002796911654,1.3382195147262297e-07
2019-08-04,3.440217035256651,22.476220426536482,1.2704395652790573e-06
2019-08-05,0.18350196476499694,19.471628775454636,5.813434125661349e-07
2019-08-06,0.0,19.100562442423335,1.248715222507528e-06
2019-08-07,0.004299674287722155,20.11296298376522,5.100875682755175e-07
2019-08-08,0.0004410743663640915,21.495366651052922,2.5148099192322786e-06
2019-08-09,0.013384319591453241,19.158858231376264,2.3201598079993724e-07
2019-08-10,0.4467127421119816,19.384592363384122,0.0
2019-08-11,0.7675673280962213,18.77413018237526,0.0
2019-08-12,0.015289992860714773,20.795979611831577,1.4277238069449325e-06
2019-08-13,0.26822104876488095,21.74942854595135,3.4463497372754723e-06
2019-08-14,2.862013210804278,20.960515139779787,0.0
2019-08-15,5.653910250243314,19.551217057999516,0.0
2019-08-16,19.16321661328894,17.43197974001916,6.986548635323953e-07
2019-08-17,10.531598749432163,14.0373718825574,0.0
2019-08-18,5.810475103332914,12.015650540586146,8.159663144986558e-07
2019-08-19,0.07173532312890155,13.449255435102138,0.0
2019-08-20,1.602247548793671,15.74042280102379,6.691097573631149e-08
2019-08-21,2.90756839058377,17.36564241528986,3.946878594731516e-06
2019-08-22,4.28436803934539,16.358502715650413,3.1170087008590826e-06
2019-08-23,1.6950697090075815,17.019138135792154,9.941059252251993e-07
2019-08-24,0.3580420776864349,17.523546911722676,1.1027276390828477e-06
2019-08-25,0.05998500823172663,18.643728894351707,3.2760308899466796e-07
2019-08-26,0.3266298918649658,19.511660913453046,3.410721815130164e-06
2019-08-27,15.58421052020679,16.622221642142666,1.9638805865462855e-06
2019-08-28,0.457147484446265,16.933040644968504,8.585460263308539e-07
2019-08-29,0.0008067124658205717,17.781343702680104,8.846152376566896e-07
2019-08-30,0.002156052119062224,16.685911286376854,4.992253968897527e-07
2019-08-31,1.78266365436577,16.344324332438152,7.490553387623443e-07
2019-09-01,1.143013355455573,14.388877786758437,-5.4745343784254894e-08
2019-09-02,1.210964690906635,16.45120340769516,9.706436350319472e-07
2019-09-03,1.2075325145236475,16.69730397912489,1.1974457735667176e-06
2019-09-04,7.677165701274779,20.213913191782083,3.2560444945968724e-06
2019-09-05,0.7260509253933659,17.252259562232634,3.8669330133322873e-07
2019-09-06,0.18914762168536195,19.7502022817007,2.5087271032562503e-06
2019-09-07,0.05851829555281008,21.660122564452408,2.5712932104382557e-06
2019-09-08,2.3267238970656297,17.46465227476928,2.5912796057880635e-06
