date,datetime,orbitProperties_pass,platform_number,relativeOrbitNumber_start,scene_id,sensor,aoi_id,event_id,window,CLOUDY_PIXEL_PERCENTAGE
2022-06-29,2022-06-29T02:33:56,,,,20220629T022541_20220629T023233_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,pre,30.192006
2022-06-29,2022-06-29T02:34:00,,,,20220629T022541_20220629T023233_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,pre,20.323139
2022-06-29,2022-06-29T02:34:11,,,,20220629T022541_20220629T023233_T52UDV,sentinel2,konstantinovka,flood_2022_08_amur,pre,49.065638
2022-06-29,2022-06-29T02:34:14,,,,20220629T022541_20220629T023233_T52UCV,sentinel2,konstantinovka,flood_2022_08_amur,pre,46.919507
2022-07-02,2022-07-02T02:43:53,,,,20220702T023541_20220702T024257_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,pre,18.358423
2022-07-04,2022-07-04T02:33:48,,,,20220704T022539_20220704T023236_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,pre,9.346989
2022-07-04,2022-07-04T02:33:52,,,,20220704T022539_20220704T023236_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,pre,6.270552
2022-07-04,2022-07-04T02:34:03,,,,20220704T022539_20220704T023236_T52UDV,sentinel2,konstantinovka,flood_2022_08_amur,pre,11.54479
2022-07-04,2022-07-04T02:34:07,,,,20220704T022539_20220704T023236_T52UCV,sentinel2,konstantinovka,flood_2022_08_amur,pre,24.210256
2022-08-06,2022-08-06T02:43:44,,,,20220806T023529_20220806T024259_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,peak,19.783573
2022-08-06,2022-08-06T02:43:49,,,,20220806T023529_20220806T024259_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,peak,0.022916
2022-08-06,2022-08-06T02:43:58,,,,20220806T023529_20220806T024259_T52UDV,sentinel2,konstantinovka,flood_2022_08_amur,peak,3.289629
2022-08-06,2022-08-06T02:44:04,,,,20220806T023529_20220806T024259_T52UCV,sentinel2,konstantinovka,flood_2022_08_amur,peak,0.780196
2022-08-08,2022-08-08T02:33:55,,,,20220808T022541_20220808T023232_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,peak,34.026122
2022-08-08,2022-08-08T02:33:59,,,,20220808T022541_20220808T023232_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,peak,45.028618
2022-08-08,2022-08-08T02:34:09,,,,20220808T022541_20220808T023232_T52UDV,sentinel2,konstantinovka,flood_2022_08_amur,peak,2.530071
2022-08-08,2022-08-08T02:34:13,,,,20220808T022541_20220808T023232_T52UCV,sentinel2,konstantinovka,flood_2022_08_amur,peak,10.683665
2022-08-13,2022-08-13T02:33:47,,,,20220813T022529_20220813T023234_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,peak,56.027442
2022-08-13,2022-08-13T02:33:51,,,,20220813T022529_20220813T023234_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,peak,55.997092
2022-08-16,2022-08-16T02:43:42,,,,20220816T023529_20220816T024257_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,peak,2.001474
2022-08-16,2022-08-16T02:43:47,,,,20220816T023529_20220816T024257_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,peak,1.262718
2022-08-16,2022-08-16T02:43:57,,,,20220816T023529_20220816T024257_T52UDV,sentinel2,konstantinovka,flood_2022_08_amur,peak,15.951854
2022-08-16,2022-08-16T02:44:01,,,,20220816T023529_20220816T024257_T52UCV,sentinel2,konstantinovka,flood_2022_08_amur,peak,3.612543
2022-09-02,2022-09-02T02:33:44,,,,20220902T022529_20220902T023232_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,post,5.6e-05
2022-09-02,2022-09-02T02:33:48,,,,20220902T022529_20220902T023232_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,post,0.001828
2022-09-02,2022-09-02T02:33:59,,,,20220902T022529_20220902T023232_T52UDV,sentinel2,konstantinovka,flood_2022_08_amur,post,2.7e-05
2022-09-02,2022-09-02T02:34:03,,,,20220902T022529_20220902T023232_T52UCV,sentinel2,konstantinovka,flood_2022_08_amur,post,0.000848
2022-09-10,2022-09-10T02:43:51,,,,20220910T023541_20220910T024121_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,post,13.829729
2022-09-10,2022-09-10T02:43:56,,,,20220910T023541_20220910T024121_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,post,3.815173
2022-09-10,2022-09-10T02:44:05,,,,20220910T023541_20220910T024121_T52UDV,sentinel2,konstantinovka,flood_2022_08_amur,post,0.001143
2022-09-10,2022-09-10T02:44:10,,,,20220910T023541_20220910T024121_T52UCV,sentinel2,konstantinovka,flood_2022_08_amur,post,0.002313
2022-09-15,2022-09-15T02:43:42,,,,20220915T023529_20220915T024256_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,post,29.32874
2022-09-15,2022-09-15T02:43:47,,,,20220915T023529_20220915T024256_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,post,34.198648
2022-09-15,2022-09-15T02:44:01,,,,20220915T023529_20220915T024256_T52UCV,sentinel2,konstantinovka,flood_2022_08_amur,post,45.104784
2022-09-17,2022-09-17T02:33:52,,,,20220917T022541_20220917T023229_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,post,45.705795
2022-09-20,2022-09-20T02:43:48,,,,20220920T023541_20220920T024252_T52UDA,sentinel2,konstantinovka,flood_2022_08_amur,post,0.111817
2022-09-20,2022-09-20T02:43:53,,,,20220920T023541_20220920T024252_T52UCA,sentinel2,konstantinovka,flood_2022_08_amur,post,0.000488
2022-09-20,2022-09-20T02:44:02,,,,20220920T023541_20220920T024252_T52UDV,sentinel2,konstantinovka,flood_2022_08_amur,post,0.036651
2022-09-20,2022-09-20T02:44:07,,,,20220920T023541_20220920T024252_T52UCV,sentinel2,konstantinovka,flood_2022_08_amur,post,0.0
2026-07-01,2026-07-01T21:35:54,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260701T213554_20260701T213619_008355_01088E_EF1D,sentinel1,blagoveshchensk,flood_2026_08_amur,pre,
2026-07-01,2026-07-01T21:36:19,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260701T213619_20260701T213644_008355_01088E_FEF2,sentinel1,blagoveshchensk,flood_2026_08_amur,pre,
2026-07-06,2026-07-06T21:44:23,DESCENDING,C,105.0,S1C_IW_GRDH_1SDV_20260706T214423_20260706T214448_008428_010ACE_C016,sentinel1,blagoveshchensk,flood_2026_08_amur,pre,
2026-07-13,2026-07-13T21:35:55,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260713T213555_20260713T213620_008530_010E39_2A16,sentinel1,blagoveshchensk,flood_2026_08_amur,pre,
2026-07-13,2026-07-13T21:36:20,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260713T213620_20260713T213645_008530_010E39_14FB,sentinel1,blagoveshchensk,flood_2026_08_amur,pre,
2026-06-26,2026-06-26T02:43:28,,,,20260626T023529_20260626T023526_T52UCB,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,24.956821
2026-06-26,2026-06-26T02:43:30,,,,20260626T023529_20260626T023526_T51UYS,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,19.084217
2026-06-26,2026-06-26T02:43:38,,,,20260626T023529_20260626T023526_T52UDA,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,16.581745
2026-06-26,2026-06-26T02:43:43,,,,20260626T023529_20260626T023526_T52UCA,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,6.410075
2026-06-26,2026-06-26T02:43:44,,,,20260626T023529_20260626T023526_T51UYR,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,5.730956
2026-06-28,2026-06-28T02:33:42,,,,20260628T022531_20260628T022529_T52UDA,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,6.989755
2026-06-28,2026-06-28T02:33:46,,,,20260628T022531_20260628T022529_T52UCA,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,5.279655
2026-06-28,2026-06-28T02:33:51,,,,20260628T022531_20260628T022529_T51UYR,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,18.210633
2026-07-01,2026-07-01T02:43:45,,,,20260701T023531_20260701T023526_T51UYR,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,59.496903
2026-07-13,2026-07-13T02:33:51,,,,20260713T022529_20260713T022530_T51UYR,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,18.80841
2026-07-13,2026-07-13T02:43:46,,,,20260713T024141_20260713T024144_T52UCB,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,49.268332
2026-07-13,2026-07-13T02:43:48,,,,20260713T024141_20260713T024144_T51UYS,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,32.739723
2026-07-13,2026-07-13T02:44:01,,,,20260713T024141_20260713T024144_T52UCA,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,29.468113
2026-07-13,2026-07-13T02:44:02,,,,20260713T024141_20260713T024144_T51UYR,sentinel2,blagoveshchensk,flood_2026_08_amur,pre,15.197577
2026-08-23,2026-08-23T21:44:26,DESCENDING,C,105.0,S1C_IW_GRDH_1SDV_20260823T214426_20260823T214451_009128_0121F9_4756,sentinel1,blagoveshchensk,flood_2026_08_amur,peak,
2026-08-15,2026-08-15T02:43:28,,,,20260815T023529_20260815T023525_T52UCB,sentinel2,blagoveshchensk,flood_2026_08_amur,peak,0.55252
2026-08-15,2026-08-15T02:43:30,,,,20260815T023529_20260815T023525_T51UYS,sentinel2,blagoveshchensk,flood_2026_08_amur,peak,1.44753
2026-08-15,2026-08-15T02:43:37,,,,20260815T023529_20260815T023525_T52UDA,sentinel2,blagoveshchensk,flood_2026_08_amur,peak,2.666009
2026-08-15,2026-08-15T02:43:42,,,,20260815T023529_20260815T023525_T52UCA,sentinel2,blagoveshchensk,flood_2026_08_amur,peak,0.07493
2026-08-15,2026-08-15T02:43:44,,,,20260815T023529_20260815T023525_T51UYR,sentinel2,blagoveshchensk,flood_2026_08_amur,peak,0.262567
2026-08-22,2026-08-22T02:33:48,,,,20260822T022529_20260822T022526_T51UYR,sentinel2,blagoveshchensk,flood_2026_08_amur,peak,36.387837
2026-07-01,2026-07-01T21:35:54,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260701T213554_20260701T213619_008355_01088E_EF1D,sentinel1,svobodny,flood_2026_08_amur,pre,
2026-07-06,2026-07-06T21:43:58,DESCENDING,C,105.0,S1C_IW_GRDH_1SDV_20260706T214358_20260706T214423_008428_010ACE_2092,sentinel1,svobodny,flood_2026_08_amur,pre,
2026-07-13,2026-07-13T21:35:55,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260713T213555_20260713T213620_008530_010E39_2A16,sentinel1,svobodny,flood_2026_08_amur,pre,
2026-06-28,2026-06-28T02:33:13,,,,20260628T022531_20260628T022529_T52UDC,sentinel2,svobodny,flood_2026_08_amur,pre,9.402138
2026-06-28,2026-06-28T02:33:28,,,,20260628T022531_20260628T022529_T52UDB,sentinel2,svobodny,flood_2026_08_amur,pre,5.468135
2026-07-01,2026-07-01T02:43:10,,,,20260701T023531_20260701T023526_T52UDC,sentinel2,svobodny,flood_2026_08_amur,pre,22.922386
2026-07-01,2026-07-01T02:43:24,,,,20260701T023531_20260701T023526_T52UDB,sentinel2,svobodny,flood_2026_08_amur,pre,28.605115
2026-07-11,2026-07-11T02:43:12,,,,20260711T023531_20260711T023528_T52UDC,sentinel2,svobodny,flood_2026_08_amur,pre,47.062248
2026-08-23,2026-08-23T21:44:01,DESCENDING,C,105.0,S1C_IW_GRDH_1SDV_20260823T214401_20260823T214426_009128_0121F9_9D23,sentinel1,svobodny,flood_2026_08_amur,peak,
2026-08-15,2026-08-15T02:43:09,,,,20260815T023529_20260815T023525_T52UDC,sentinel2,svobodny,flood_2026_08_amur,peak,0.118304
2026-08-15,2026-08-15T02:43:24,,,,20260815T023529_20260815T023525_T52UDB,sentinel2,svobodny,flood_2026_08_amur,peak,0.124309
2026-08-17,2026-08-17T02:33:12,,,,20260817T022531_20260817T022528_T52UDC,sentinel2,svobodny,flood_2026_08_amur,peak,24.991094
2026-08-22,2026-08-22T02:33:25,,,,20260822T022529_20260822T022526_T52UDB,sentinel2,svobodny,flood_2026_08_amur,peak,57.936698
2026-07-01,2026-07-01T21:36:19,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260701T213619_20260701T213644_008355_01088E_FEF2,sentinel1,konstantinovka,flood_2026_08_amur,pre,
2026-07-06,2026-07-06T21:44:23,DESCENDING,C,105.0,S1C_IW_GRDH_1SDV_20260706T214423_20260706T214448_008428_010ACE_C016,sentinel1,konstantinovka,flood_2026_08_amur,pre,
2026-07-13,2026-07-13T21:36:20,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260713T213620_20260713T213645_008530_010E39_14FB,sentinel1,konstantinovka,flood_2026_08_amur,pre,
2026-06-26,2026-06-26T02:43:38,,,,20260626T023529_20260626T023526_T52UDA,sentinel2,konstantinovka,flood_2026_08_amur,pre,16.581745
2026-06-26,2026-06-26T02:43:43,,,,20260626T023529_20260626T023526_T52UCA,sentinel2,konstantinovka,flood_2026_08_amur,pre,6.410075
2026-06-26,2026-06-26T02:43:52,,,,20260626T023529_20260626T023526_T52UDV,sentinel2,konstantinovka,flood_2026_08_amur,pre,8.396225
2026-06-26,2026-06-26T02:43:57,,,,20260626T023529_20260626T023526_T52UCV,sentinel2,konstantinovka,flood_2026_08_amur,pre,7.094266
2026-06-28,2026-06-28T02:33:42,,,,20260628T022531_20260628T022529_T52UDA,sentinel2,konstantinovka,flood_2026_08_amur,pre,6.989755
2026-06-28,2026-06-28T02:33:46,,,,20260628T022531_20260628T022529_T52UCA,sentinel2,konstantinovka,flood_2026_08_amur,pre,5.279655
2026-06-28,2026-06-28T02:33:57,,,,20260628T022531_20260628T022529_T52UDV,sentinel2,konstantinovka,flood_2026_08_amur,pre,25.736684
2026-06-28,2026-06-28T02:34:00,,,,20260628T022531_20260628T022529_T52UCV,sentinel2,konstantinovka,flood_2026_08_amur,pre,33.876997
2026-07-01,2026-07-01T02:43:57,,,,20260701T023531_20260701T023526_T52UCV,sentinel2,konstantinovka,flood_2026_08_amur,pre,34.899244
2026-07-10,2026-07-10T02:34:13,,,,20260710T023141_20260710T023136_T52UDV,sentinel2,konstantinovka,flood_2026_08_amur,pre,52.28678
2026-07-10,2026-07-10T02:34:17,,,,20260710T023141_20260710T023136_T52UCV,sentinel2,konstantinovka,flood_2026_08_amur,pre,50.865114
2026-07-13,2026-07-13T02:33:57,,,,20260713T022529_20260713T022530_T52UDV,sentinel2,konstantinovka,flood_2026_08_amur,pre,30.41518
2026-07-13,2026-07-13T02:34:01,,,,20260713T022529_20260713T022530_T52UCV,sentinel2,konstantinovka,flood_2026_08_amur,pre,34.788686
2026-07-13,2026-07-13T02:44:01,,,,20260713T024141_20260713T024144_T52UCA,sentinel2,konstantinovka,flood_2026_08_amur,pre,29.468113
2026-07-13,2026-07-13T02:44:10,,,,20260713T024141_20260713T024144_T52UDV,sentinel2,konstantinovka,flood_2026_08_amur,pre,36.783528
2026-07-13,2026-07-13T02:44:15,,,,20260713T024141_20260713T024144_T52UCV,sentinel2,konstantinovka,flood_2026_08_amur,pre,38.111839
2026-08-23,2026-08-23T21:44:26,DESCENDING,C,105.0,S1C_IW_GRDH_1SDV_20260823T214426_20260823T214451_009128_0121F9_4756,sentinel1,konstantinovka,flood_2026_08_amur,peak,
2026-08-15,2026-08-15T02:43:37,,,,20260815T023529_20260815T023525_T52UDA,sentinel2,konstantinovka,flood_2026_08_amur,peak,2.666009
2026-08-15,2026-08-15T02:43:42,,,,20260815T023529_20260815T023525_T52UCA,sentinel2,konstantinovka,flood_2026_08_amur,peak,0.07493
2026-08-15,2026-08-15T02:43:52,,,,20260815T023529_20260815T023525_T52UDV,sentinel2,konstantinovka,flood_2026_08_amur,peak,0.535347
2026-08-15,2026-08-15T02:43:56,,,,20260815T023529_20260815T023525_T52UCV,sentinel2,konstantinovka,flood_2026_08_amur,peak,0.068437
2026-08-20,2026-08-20T02:43:51,,,,20260820T023531_20260820T023525_T52UDV,sentinel2,konstantinovka,flood_2026_08_amur,peak,51.221436
2026-07-01,2026-07-01T21:36:19,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260701T213619_20260701T213644_008355_01088E_FEF2,sentinel1,poyarkovo,flood_2026_08_amur,pre,
2026-07-06,2026-07-06T21:44:23,DESCENDING,C,105.0,S1C_IW_GRDH_1SDV_20260706T214423_20260706T214448_008428_010ACE_C016,sentinel1,poyarkovo,flood_2026_08_amur,pre,
2026-07-13,2026-07-13T21:36:20,DESCENDING,C,32.0,S1C_IW_GRDH_1SDV_20260713T213620_20260713T213645_008530_010E39_14FB,sentinel1,poyarkovo,flood_2026_08_amur,pre,
2026-06-26,2026-06-26T02:43:38,,,,20260626T023529_20260626T023526_T52UDA,sentinel2,poyarkovo,flood_2026_08_amur,pre,16.581745
2026-06-26,2026-06-26T02:43:52,,,,20260626T023529_20260626T023526_T52UDV,sentinel2,poyarkovo,flood_2026_08_amur,pre,8.396225
2026-06-28,2026-06-28T02:33:42,,,,20260628T022531_20260628T022529_T52UDA,sentinel2,poyarkovo,flood_2026_08_amur,pre,6.989755
2026-06-28,2026-06-28T02:33:57,,,,20260628T022531_20260628T022529_T52UDV,sentinel2,poyarkovo,flood_2026_08_amur,pre,25.736684
2026-07-10,2026-07-10T02:34:13,,,,20260710T023141_20260710T023136_T52UDV,sentinel2,poyarkovo,flood_2026_08_amur,pre,52.28678
2026-07-13,2026-07-13T02:33:57,,,,20260713T022529_20260713T022530_T52UDV,sentinel2,poyarkovo,flood_2026_08_amur,pre,30.41518
2026-07-13,2026-07-13T02:44:10,,,,20260713T024141_20260713T024144_T52UDV,sentinel2,poyarkovo,flood_2026_08_amur,pre,36.783528
2026-08-23,2026-08-23T21:44:26,DESCENDING,C,105.0,S1C_IW_GRDH_1SDV_20260823T214426_20260823T214451_009128_0121F9_4756,sentinel1,poyarkovo,flood_2026_08_amur,peak,
2026-08-15,2026-08-15T02:43:37,,,,20260815T023529_20260815T023525_T52UDA,sentinel2,poyarkovo,flood_2026_08_amur,peak,2.666009
2026-08-15,2026-08-15T02:43:52,,,,20260815T023529_20260815T023525_T52UDV,sentinel2,poyarkovo,flood_2026_08_amur,peak,0.535347
2026-08-20,2026-08-20T02:43:51,,,,20260820T023531_20260820T023525_T52UDV,sentinel2,poyarkovo,flood_2026_08_amur,peak,51.221436
